pos_x,pos_y
-389.6822509765625,207.9565887451172
-389.7603454589844,206.3340606689453
-389.839599609375,204.72161865234375
-389.9278564453125,203.12767028808594
-390.00128173828125,201.55528259277344
-390.0845642089844,199.99269104003906
-390.1670227050781,198.48745727539062
-390.252685546875,196.97036743164062
-390.3307189941406,195.4611358642578
-390.4299621582031,193.95709228515625
-390.52197265625,192.4536590576172
-390.6163330078125,190.9497528076172
-390.7130126953125,189.44482421875
-390.8115539550781,187.9388427734375
-390.9126892089844,186.43214416503906
-391.0160827636719,184.9249725341797
-391.12274169921875,183.4047088623047
-391.2307434082031,181.89718627929688
-391.3410339355469,180.3896484375
-391.45367431640625,178.88218688964844
-391.5688171386719,177.37481689453125
-391.6862487792969,175.86753845214844
-391.80615234375,174.3604278564453
-391.92840576171875,172.85340881347656
-392.052978515625,171.34652709960938
-392.45068359375,166.7340545654297
-392.5908203125,165.16578674316406
-392.73272705078125,163.5977325439453
-392.87664794921875,162.0299072265625
-393.0224609375,160.46255493164062
-393.1701354980469,158.89540100097656
-393.31988525390625,157.32850646972656
-393.4720153808594,155.7620391845703
-393.62664794921875,154.19598388671875
-393.7837219238281,152.63027954101562
-393.9433288574219,151.06492614746094
-394.10540771484375,149.50001525878906
-394.27008056640625,147.93540954589844
-394.4370422363281,146.37124633789062
-394.60638427734375,144.80743408203125
-394.7784118652344,143.24392700195312
-394.9526672363281,141.68084716796875
-395.12939453125,140.11798095703125
-395.3084716796875,138.5555419921875
-395.4902648925781,136.993408203125
-395.6744079589844,135.43162536621094
-395.86090087890625,133.87017822265625
-396.04998779296875,132.30906677246094
-396.2413330078125,130.74826049804688
-396.4349365234375,129.18780517578125
-396.6307373046875,127.62767028808594
-396.82855224609375,126.06781768798828
-397.02825927734375,124.5083236694336
-397.2298278808594,122.94924926757812
-397.4332275390625,121.39055633544922
-397.6385498046875,119.83218383789062
-397.8454895019531,118.27413940429688
-398.053955078125,116.71617126464844
-398.2640380859375,115.15911102294922
-398.474853515625,113.60184478759766
-398.6874694824219,112.0454330444336
-398.90167236328125,110.48896789550781
-399.1177978515625,108.93319702148438
-399.3356628417969,107.37812042236328
-399.55499267578125,105.82276916503906
-399.7763366699219,104.26847839355469
-399.9971008300781,102.71366882324219
-400.2193603515625,101.15953826904297
-400.4436950683594,99.60570526123047
-400.6686706542969,98.05209350585938
-400.8948669433594,96.499267578125
-401.1226806640625,94.946533203125
-401.3498229980469,93.39486694335938
-401.5782775878906,91.84342193603516
-401.80792236328125,90.29248046875
-402.03741455078125,88.74165344238281
-402.26776123046875,87.19123077392578
-402.4986877441406,85.64096069335938
-402.7303161621094,84.09098052978516
-402.96270751953125,82.541259765625
-403.19580078125,80.99177551269531
-403.4295654296875,79.44259643554688
-403.6639404296875,77.89366912841797
-403.8990783691406,76.3449478149414
-404.1347351074219,74.79645538330078
-404.3711242675781,73.24818420410156
-404.6083984375,71.70011138916016
-404.8465881347656,70.1523208618164
-405.08599853515625,68.60479736328125
-405.32635498046875,67.0575180053711
-405.5673828125,65.51045227050781
-405.8089904785156,63.963565826416016
-406.05059814453125,62.416831970214844
-406.2917175292969,60.87006759643555
-406.53204345703125,59.32330322265625
-406.77166748046875,57.776519775390625
-407.0107116699219,56.229759216308594
-407.2489013671875,54.68296432495117
-407.48602294921875,53.13605499267578
-407.7218322753906,51.589107513427734
-407.9563903808594,50.0419921875
-408.1895751953125,48.49481201171875
-408.42138671875,46.94749069213867
-408.65203857421875,45.40011215209961
