pos_x,pos_y
214.47891235351562,-350.8004150390625
212.78570556640625,-350.95135498046875
211.10641479492188,-351.09912109375
209.45037841796875,-351.2428283691406
207.8231201171875,-351.3822326660156
206.2254638671875,-351.5172119140625
204.6549835205078,-351.648193359375
203.10723876953125,-351.77569580078125
201.5775604248047,-351.8999938964844
200.06198120117188,-352.0213317871094
198.55776977539062,-352.139892578125
197.06344604492188,-352.2556457519531
195.57797241210938,-352.36846923828125
194.10060119628906,-352.4781188964844
192.63047790527344,-352.58465576171875
191.16629028320312,-352.68780517578125
189.70668029785156,-352.78741455078125
188.25015258789062,-352.88348388671875
186.79530334472656,-352.975830078125
185.34078979492188,-353.06439208984375
183.8857879638672,-353.14886474609375
182.42958068847656,-353.22918701171875
180.97189331054688,-353.3050842285156
179.51248168945312,-353.3764343261719
178.05133056640625,-353.443115234375
173.56393432617188,-353.6082458496094
172.0331268310547,-353.65045166015625
170.5004425048828,-353.68695068359375
168.9658966064453,-353.7179260253906
167.4295196533203,-353.7434997558594
165.89132690429688,-353.7637939453125
164.35133361816406,-353.7789001464844
162.80955505371094,-353.78887939453125
161.2659912109375,-353.793701171875
159.72064208984375,-353.79345703125
158.17355346679688,-353.78814697265625
156.62474060058594,-353.77801513671875
155.07423400878906,-353.76324462890625
153.52206420898438,-353.74407958984375
151.96823120117188,-353.7206115722656
150.41273498535156,-353.69281005859375
148.85552978515625,-353.6606140136719
147.296630859375,-353.62371826171875
145.73606872558594,-353.5820007324219
144.1739044189453,-353.5352478027344
142.610107421875,-353.4833679199219
141.04478454589844,-353.4262390136719
139.47793579101562,-353.3636779785156
137.90956115722656,-353.2955627441406
136.33966064453125,-353.22186279296875
134.76837158203125,-353.1425476074219
133.19561767578125,-353.0577087402344
131.6214599609375,-352.9674377441406
130.04592895507812,-352.8718566894531
128.46902465820312,-352.7708740234375
126.89076232910156,-352.6644287109375
125.31114959716797,-352.5523376464844
123.73036193847656,-352.4344177246094
122.15009307861328,-352.3105163574219
120.57217407226562,-352.1806945800781
118.99755096435547,-352.044921875
117.428955078125,-351.903564453125
115.86965942382812,-351.7571105957031
114.32234191894531,-351.6061706542969
112.7885971069336,-351.4511413574219
111.26927185058594,-351.2923583984375
109.76481628417969,-351.1301574707031
108.1270523071289,-350.9482727050781
106.50675964355469,-350.76312255859375
104.90352630615234,-350.57537841796875
103.31687927246094,-350.3857116699219
101.74681091308594,-350.19464111328125
100.19415283203125,-350.0027770996094
98.6597900390625,-349.8105773925781
97.1436538696289,-349.6180114746094
95.6462631225586,-349.4255676269531
94.0339584350586,-349.2162780761719
92.44342041015625,-349.0083312988281
90.87393188476562,-348.8022155761719
89.32499694824219,-348.5982666015625
87.79653930664062,-348.396484375
86.28939819335938,-348.19683837890625
84.68070983886719,-347.9826354980469
83.09725189208984,-347.77020263671875
81.53863525390625,-347.5588684082031
80.00433349609375,-347.3475646972656
78.49336242675781,-347.1355895996094
77.0045394897461,-346.9223327636719
75.42501831054688,-346.69134521484375
73.87092590332031,-346.45977783203125
72.34479522705078,-346.228759765625
70.84788513183594,-345.998046875
69.27587890625,-345.7508544921875
67.7375259399414,-345.5044860839844
66.23127746582031,-345.26007080078125
64.65441131591797,-345.0016784667969
63.10590362548828,-344.74591064453125
61.5853271484375,-344.4928894042969
60.092529296875,-344.2425537109375
58.53896713256836,-343.9796447753906
57.02045440673828,-343.7203063964844
55.536643981933594,-343.4647216796875
54.002403259277344,-343.198486328125
52.50557327270508,-342.93695068359375
50.96580505371094,-342.6662902832031
49.4580192565918,-342.39959716796875
47.9654426574707,-342.1339111328125
46.48100662231445,-341.8677062988281
45.003639221191406,-341.6009826660156
43.45454025268555,-341.31939697265625
41.910369873046875,-341.0365295410156
40.371009826660156,-340.75262451171875
38.83702850341797,-340.4671325683594
37.31007385253906,-340.1799621582031
35.79833221435547,-339.8914794921875
34.31568145751953,-339.6053466796875
32.80552291870117,-339.31011962890625
31.27214241027832,-339.0072937011719
29.77985191345215,-338.709228515625
28.26546859741211,-338.40087890625
26.794401168823242,-338.0945129394531
25.318471908569336,-337.7754211425781
23.806869506835938,-337.4315490722656
22.305423736572266,-337.0741882324219
20.81576919555664,-336.70452880859375
19.336698532104492,-336.3199157714844
17.86928367614746,-335.9173583984375
16.415199279785156,-335.4925537109375
14.978121757507324,-335.0375061035156
13.505711555480957,-334.5249938964844
12.059799194335938,-333.9670715332031
10.644396781921387,-333.36004638671875
9.262996673583984,-332.7021789550781
7.918902397155762,-331.9929504394531
6.6151533126831055,-331.2327880859375
5.306571960449219,-330.3907775878906
4.041876792907715,-329.49932861328125
2.816530704498291,-328.5589294433594
1.626301884651184,-327.5697326660156
0.47185271978378296,-326.530029296875
-0.6443596482276917,-325.4436340332031
-1.6852009296417236,-324.3594970703125
-2.6870245933532715,-323.2408142089844
-3.6525421142578125,-322.0864562988281
-4.566671371459961,-320.8812255859375
-5.4329514503479,-319.6234436035156
-6.264695167541504,-318.3201599121094
-7.030407428741455,-317.024169921875
-7.765551567077637,-315.6895751953125
-8.47768783569336,-314.3212585449219
-9.169851303100586,-312.9215393066406
-9.816510200500488,-311.549560546875
-10.445030212402344,-310.15057373046875
-11.051491737365723,-308.7237854003906
-11.607802391052246,-307.32965087890625
-12.135648727416992,-305.9088134765625
-12.628203392028809,-304.4615783691406
-13.078431129455566,-302.9914245605469
-13.480611801147461,-301.5019836425781
-13.836999893188477,-299.99615478515625
-14.15444564819336,-298.47491455078125
-14.439318656921387,-296.93658447265625
-14.678702354431152,-295.446044921875
-14.874418258666992,-293.93438720703125
-15.027739524841309,-292.404052734375
-15.150957107543945,-290.8558654785156
-15.252403259277344,-289.2898864746094
-15.334794998168945,-287.77960205078125
-15.409582138061523,-286.2544860839844
-15.480583190917969,-284.7146911621094
-15.549246788024902,-283.1604309082031
-15.616545677185059,-281.59185791015625
-15.68045425415039,-280.0845642089844
-15.744950294494629,-278.5638732910156
