pos_x,pos_y,curvature
9.770140647888184,237.46066284179688,1.7029748848816038e-05
11.13406467437744,236.57858276367188,1.717118204194042e-05
12.498129844665527,235.6961975097656,1.7313288232110507e-05
13.862289428710938,234.813232421875,1.7456067141269527e-05
15.2264404296875,233.92991638183597,1.759951842193644e-05
16.590721130371094,233.0460205078125,1.774364165619993e-05
17.954917907714844,232.16163635253903,1.7888436354708015e-05
19.31912040710449,231.2767791748047,1.8033901955652603e-05
20.68347930908203,230.39146423339844,1.8180037823749004e-05
22.047897338867188,229.5059051513672,1.8326843249211472e-05
23.41250991821289,228.6200714111328,1.8474317446724492e-05
24.777158737182617,227.73388671875,1.8622459554409276e-05
26.14192771911621,226.84735107421875,1.877126863278743e-05
27.50680351257324,225.96041870117188,1.8920743663739653e-05
28.871826171875,225.07318115234372,1.907088354946171e-05
30.23708152770996,224.18585205078125,1.9221687111416847e-05
31.602479934692383,223.29827880859372,1.9373153089284887e-05
32.967918395996094,222.41046142578125,1.952528013990864e-05
34.333473205566406,221.52232360839844,1.967806683623727e-05
35.69916915893555,220.6339111328125,1.9831511666267624e-05
37.06512069702149,219.74530029296875,1.9985613031982605e-05
38.431270599365234,218.8565368652344,2.0140369248288077e-05
39.79756546020508,217.9677276611328,2.0295778541948054e-05
41.164154052734375,217.0786590576172,2.045183905051764e-05
42.53105545043945,216.1895751953125,2.0608548821275186e-05
43.898136138916016,215.30029296875,2.076590581015332e-05
45.26539993286133,214.4108123779297,2.092390788066913e-05
46.6330451965332,213.5214691162109,2.1082552802853873e-05
48.00104522705078,212.632080078125,2.1241838252182262e-05
49.369422912597656,211.74252319335935,2.140176180850189e-05
50.738037109375,210.85308837890625,2.1562320954963186e-05
52.10711288452149,209.9640350341797,2.1723513076949635e-05
53.47662353515625,209.0749969482422,2.1885335461008955e-05
54.84653472900391,208.18609619140625,2.204778529378587e-05
56.21715927124024,207.29763793945312,2.2210859660955654e-05
57.58823776245117,206.40939331054688,2.2374555546160557e-05
58.95970916748047,205.52133178710935,2.2538869829947297e-05
60.33163070678711,204.6333770751953,2.2703799288708e-05
61.70404052734375,203.7455902099609,2.2869340593623072e-05
63.076690673828125,202.85784912109372,2.3035490309608234e-05
64.44966888427734,201.97015380859372,2.32022448942642e-05
65.822998046875,201.0823516845703,2.336960069683078e-05
67.1966781616211,200.19451904296875,2.3537553957144812e-05
68.5707778930664,199.30682373046875,2.3706100804603346e-05
69.94513702392578,198.4189300537109,2.38752372571311e-05
71.20516967773438,197.60498046875,2.4044959220153572e-05
72.46551513671875,196.79103088378903,2.4215262485576255e-05
73.72595977783203,195.9767608642578,2.43861427307693e-05
74.9865493774414,195.1622009277344,2.4557595517559306e-05
76.2472915649414,194.34754943847656,2.4729616291227872e-05
77.50830841064453,193.5327911376953,2.49022003795174e-05
78.7696304321289,192.7178955078125,2.507534299164498e-05
80.03111267089844,191.90283203125,2.524903921732405e-05
81.2927474975586,191.08775329589844,2.5423284025795105e-05
82.55471801757812,190.2727203369141,2.559807226486546e-05
83.81694030761719,189.4576568603516,2.5773398659958224e-05
85.07952880859375,188.6426696777344,2.594925781317151e-05
86.34262084960938,187.8277740478516,2.6125644202347924e-05
87.60599517822266,187.01287841796875,2.6302552180155214e-05
88.86945343017578,186.1979217529297,2.647997597317787e-05
90.13317108154295,185.3828582763672,2.665790968102103e-05
91.39732360839844,184.56787109375,2.6836347275426303e-05
92.66178894042967,183.75289916992188,2.7015282599400337e-05
93.92652893066406,182.93780517578125,2.7194709366357308e-05
95.19153594970705,182.12277221679688,2.7374621159274318e-05
96.45699310302734,181.3080139160156,2.7555011429861963e-05
97.72298431396484,180.49362182617188,2.773587349774857e-05
98.98956298828124,179.67947387695312,2.7917200549681226e-05
100.2565460205078,178.86558532714844,2.8098985638740995e-05
101.52400970458984,178.05198669433594,2.828122168357575e-05
102.79190826416016,177.23855590820312,2.8463901467649343e-05
104.06028747558594,176.42520141601562,2.864701763850797e-05
105.32925415039062,175.6121368408203,2.8830562707064904e-05
106.59852600097656,174.79957580566406,2.9014529046903535e-05
107.86840057373048,173.9877471923828,2.9198908893599218e-05
109.1389389038086,173.17652893066406,2.938369434406085e-05
110.41017150878906,172.36573791503906,2.956887735589271e-05
111.68197631835938,171.55572509765625,2.9754449746776727e-05
112.95437622070312,170.7466583251953,2.9940403193876013e-05
114.22727966308594,169.9384002685547,3.0126729233260216e-05
115.50090789794922,169.13087463378906,3.031341925935344e-05
116.7751235961914,168.3238067626953,3.05004645244046e-05
118.0494155883789,167.5167999267578,3.068785613798185e-05
119.3234634399414,166.70977783203125,3.0875585066490526e-05
120.59732055664062,165.90255737304688,3.1063642132716314e-05
121.87110900878906,165.09503173828125,3.1252018015393056e-05
123.14496612548828,164.28720092773438,3.144070324879688e-05
124.4186782836914,163.47911071777344,3.162968822236641e-05
125.69220733642578,162.67080688476562,3.181896318034998e-05
126.9656982421875,161.86236572265625,3.200851822148059e-05
128.2391815185547,161.05384826660156,3.2198343298678966e-05
129.512451171875,160.24510192871094,3.238842821878504e-05
130.78546142578125,159.43624877929688,3.257876264231933e-05
132.05841064453125,158.6273956298828,3.2769336083273764e-05
133.33119201660156,157.8184051513672,3.2960137908933184e-05
134.60397338867188,157.00938415527344,3.3151157339727904e-05
135.8766632080078,156.20028686523438,3.334238344911827e-05
137.1488037109375,155.3912811279297,3.3533805163510936e-05
138.41981506347656,154.5826416015625,3.37254112622082e-05
139.68873596191406,153.77517700195312,3.3917190377391336e-05
141.06898498535156,152.89674377441406,3.410913099413716e-05
142.4436798095703,152.0216522216797,3.43012214504695e-05
143.812744140625,151.15008544921875,3.449344993744613e-05
145.175048828125,150.28231811523438,3.468580449928109e-05
146.5308380126953,149.41844177246094,3.487827303350373e-05
147.88087463378906,148.55828857421875,3.507084329115397e-05
149.22544860839844,147.70130920410156,3.526350287701625e-05
150.5640106201172,146.84750366210938,3.545623924989016e-05
151.89625549316406,145.99732971191406,3.564903972290053e-05
153.22267150878906,145.15072631835938,3.5841891463846526e-05
154.54354858398438,144.30772399902344,3.6034781495590416e-05
155.8585968017578,143.4681854248047,3.6227696696486185e-05
157.16812133789062,142.63226318359375,3.6420623800849924e-05
158.47225952148438,141.80029296875,3.661354939947024e-05
159.77113342285156,140.97225952148438,3.68064599401616e-05
161.06475830078125,140.1480712890625,3.699934172835957e-05
162.35345458984375,139.32794189453125,3.719218092775872e-05
163.63699340820312,138.5118408203125,3.7384963560994374e-05
164.91505432128906,137.6997528076172,3.757767551036785e-05
166.18809509277344,136.8915252685547,3.7770302518616256e-05
167.4564208984375,136.08680725097656,3.7962830189726954e-05
168.8248291015625,135.21923828125,3.815524398979756e-05
170.18685913085938,134.3556671142578,3.8347529247941314e-05
171.54249572753906,133.49623107910156,3.853967115723895e-05
172.89248657226562,132.6409454345703,3.8731654775737115e-05
174.23634338378906,131.78929138183594,3.892346502749382e-05
175.57432556152344,130.9414825439453,3.911508670367137e-05
176.9063262939453,130.09756469726562,3.93065044636771e-05
178.23280334472656,129.25730895996094,3.9497702836352545e-05
179.5531463623047,128.42071533203125,3.9688666221210825e-05
180.8674468994141,127.58796691894533,3.9879378889723655e-05
182.1758270263672,126.75875091552734,4.0069824986657234e-05
183.4784393310547,125.93315887451172,4.0259988531457715e-05
184.7752990722656,125.1105499267578,4.0449853419687185e-05
186.0665435791016,124.2915267944336,4.063940342450926e-05
187.3522186279297,123.4764175415039,4.0828622198226165e-05
188.63198852539065,122.6645050048828,4.1017493273865524e-05
189.90625,121.85612487792967,4.12060000668193e-05
191.17535400390625,121.05181884765624,4.139412587653341e-05
192.53643798828125,120.19020080566406,4.1581853888249374e-05
193.89166259765625,119.33287811279295,4.1769167174797225e-05
195.2408447265625,118.47967529296876,4.1956048698441035e-05
196.5840606689453,117.63113403320312,4.214248131277579e-05
197.9210968017578,116.7873764038086,4.232844776467737e-05
199.2525177001953,115.9477310180664,4.251393069630419e-05
200.5783843994141,115.11170959472656,4.269891264715175e-05
201.898193359375,114.27964782714844,4.288337605615988e-05
203.21163940429688,113.45160675048828,4.3067303263872164e-05
204.5193023681641,112.62747955322266,4.32506765146486e-05
205.82125854492188,111.80711364746094,4.343347795893068e-05
207.11749267578125,110.99029541015624,4.361568965555932e-05
208.40786743164065,110.17701721191406,4.3797293574145395e-05
209.69216918945312,109.36705017089844,4.397827159749309e-05
210.97064208984372,108.56100463867188,4.4158605524075854e-05
212.243408203125,107.75820922851562,4.4338277070564505e-05
213.60044860839844,106.90122985839844,4.451726787440841e-05
214.95068359375,106.04751586914062,4.469555949646815e-05
216.2941436767578,105.19725799560548,4.487313342370103e-05
217.63092041015625,104.35047149658205,4.504997107189773e-05
218.96124267578125,103.50706481933594,4.5226053788471334e-05
220.2850341796875,102.66722106933594,4.540136285529751e-05
221.6024627685547,101.83101654052734,4.557587949160572e-05
222.9134979248047,100.998291015625,4.574958485692162e-05
224.21826171875,100.16879272460938,4.592246005405988e-05
225.5166778564453,99.3425750732422,4.609448613216742e-05
226.80880737304688,98.51968383789062,4.626564408981602e-05
228.0947265625,97.70008850097656,4.64359148781451e-05
229.3745880126953,96.88387298583984,4.660527940405311e-05
230.6484375,96.0710678100586,4.677371853343724e-05
231.9164886474609,95.26166534423828,4.694121309448206e-05
233.2627410888672,94.40233612060548,4.7107743880994795e-05
234.60264587402344,93.54727935791016,4.727329165578848e-05
235.9359436035156,92.69641876220705,4.7437837154110966e-05
237.26304626464844,91.84954833984376,4.760136108712003e-05
238.5838928222656,91.00667572021484,4.776384414540416e-05
239.89871215820312,90.16788482666016,4.792526700254706e-05
241.20736694335935,89.33329010009766,4.808561031873688e-05
242.50991821289065,88.50260162353516,4.824485474441841e-05
243.80650329589844,87.67607879638672,4.840298092398749e-05
245.09927368164065,86.85213470458984,4.85599694995277e-05
246.3929748535156,86.02738952636719,4.871580111458695e-05
247.68878173828125,85.20143127441406,4.887045641799548e-05
248.98626708984372,84.37406158447266,4.902391606772184e-05
250.2853240966797,83.54531860351562,4.9176160734768165e-05
251.5854034423828,82.71573638916016,4.9327171107101975e-05
252.88612365722656,81.8857421875,4.947692789362516e-05
254.18746948242188,81.0552978515625,4.96254118281782e-05
255.48912048339844,80.22410583496094,4.9772603673578564e-05
256.7908020019531,79.3931884765625,4.991848422569328e-05
258.0908508300781,78.56314849853516,5.0063034317543116e-05
259.3861083984375,77.73572540283203,5.020623482343837e-05
260.6750793457031,76.91217803955078,5.034806666314536e-05
261.9578857421875,76.09214782714844,5.048851080608087e-05
263.23492431640625,75.27589416503906,5.062754827553552e-05
264.5059814453125,74.4631118774414,5.076516015292325e-05
265.77117919921875,73.65406799316406,5.090132758205616e-05
267.1087951660156,72.79837799072266,5.103603177344396e-05
268.4397277832031,71.94660186767578,5.116925400861603e-05
269.7643127441406,71.09889221191406,5.130097564446507e-05
271.082763671875,70.25541687011719,5.1431178117611124e-05
272.3948974609375,69.4162368774414,5.15598429487844e-05
273.70074462890625,68.58146667480469,5.168695174722587e-05
275.00067138671875,67.75096893310547,5.181248621510347e-05
276.2944641113281,66.92448425292969,5.1936428151943524e-05
277.5823669433594,66.1020736694336,5.205875945907509e-05
278.8641357421875,65.28379821777344,5.217946214408619e-05
280.14013671875,64.4699935913086,5.229851832528998e-05
281.4105529785156,63.66032028198242,5.241591023620019e-05
282.7492980957031,62.8073616027832,5.2531620230013245e-05
284.0819396972656,61.95934677124024,5.264563078409611e-05
285.4080505371094,61.11568832397461,5.275792450447846e-05
286.7279968261719,60.27693557739258,5.286848413034686e-05
288.0418701171875,59.44279098510742,5.297729253853993e-05
289.3495178222656,58.61271667480469,5.308433274804285e-05
290.6513061523437,57.78757095336914,5.318958792447875e-05
291.9468078613281,56.96636962890625,5.3293041384596934e-05
293.2367553710937,56.14942932128906,5.339467660075405e-05
294.5228881835937,55.33524703979492,5.349447720538884e-05
295.80535888671875,54.523624420166016,5.359242699548645e-05
297.0843505859375,53.71460723876953,5.3688509937032824e-05
298.35992431640625,52.907936096191406,5.378271016945537e-05
299.6322631835937,52.10341262817383,5.387501201005003e-05
300.90155029296875,51.30117416381836,5.396539995839082e-05
302.23828125,50.45688629150391,5.405385870072271e-05
303.5713806152344,49.61489486694336,5.400483855012847e-05
304.899169921875,48.77736282348633,5.368362219383683e-05
306.22039794921875,47.94438934326172,5.309145609011475e-05
307.5352783203125,47.11608505249024,5.222959292574036e-05
308.8438415527344,46.2923698425293,5.10992777458742e-05
310.1463623046875,45.47268295288086,4.9701734234300676e-05
311.4506225585937,44.65254211425781,4.803815114285676e-05
312.76324462890625,43.827579498291016,4.610966886631459e-05
314.0860595703125,42.99668502807617,4.391736615647632e-05
315.4203796386719,42.15925216674805,4.146224696678289e-05
316.695068359375,41.35930252075195,3.87452274163244e-05
317.98016357421875,40.55313491821289,3.576712285976452e-05
319.2748718261719,39.74137115478516,3.2528635047356055e-05
320.5771484375,38.92496490478516,2.903033935691151e-05
321.8818054199219,38.10724639892578,2.52726720773072e-05
323.18170166015625,37.29281997680664,2.125591772082372e-05
324.4751892089844,36.482452392578125,1.6980196339356445e-05
325.7622375488281,35.67623519897461,1.244545081725348e-05
327.0429992675781,34.87400436401367,7.651434111246167e-06
328.3173217773437,34.07549285888672,2.597696405616695e-06
329.6556701660156,33.236629486083984,-2.7164278516168275e-06
330.9869079589844,32.4018440246582,-8.29183306813709e-06
332.3112487792969,31.57138442993164,-1.4129655821514718e-05
333.6287841796875,30.745166778564453,-2.0231288409855653e-05
334.9398498535156,29.923593521118164,-2.659839268330159e-05
336.2450866699219,29.1074333190918,-3.323291420358578e-05
337.5448303222656,28.29747200012207,-4.013709678180139e-05
338.8392944335937,27.493867874145508,-4.73134974476614e-05
340.1285095214844,26.6965446472168,-5.476500190684049e-05
341.412353515625,25.905067443847656,-6.249484054651962e-05
342.690673828125,25.11887550354004,-7.050660505302663e-05
344.0297546386719,24.296661376953125,-7.880426570951396e-05
345.362060546875,23.479394912719727,-8.739218944596816e-05
346.6876220703125,22.66697883605957,-9.627515871854075e-05
348.0065002441406,21.85895347595215,-0.00010545839130026696
349.318603515625,21.05538558959961,-0.0001149475610707334
350.62384033203125,20.25609397888184,-0.00012474881989822342
351.9218444824219,19.460447311401367,-0.0001348688207143434
353.2125244140625,18.667949676513672,-0.00014531474188819466
354.49578857421875,17.878076553344727,-0.0001560943130148266
355.835205078125,17.05178451538086,-0.00016721584224109758
357.1665954589844,16.22881507873535,-0.0001786882452612103
358.49041748046875,15.409774780273438,-0.00019052107612418739
359.8064880371094,14.594067573547363,-0.0002027245600064864
361.1150817871094,13.782018661499023,-0.00021530962811491838
362.4159851074219,12.973356246948242,-0.00022828795489813813
363.7094421386719,12.168228149414062,-0.00024167199775934284
364.9953002929688,11.366477966308594,-0.0002546881703016012
366.2742919921875,10.568864822387695,-0.0002665481599481257
367.6068420410156,9.737543106079102,-0.00027724124307112726
368.9324035644531,8.911548614501953,-0.0002867545569332287
370.2510681152344,8.090808868408203,-0.00029507326734876457
371.5627746582031,7.275222301483154,-0.00030218073896042457
372.8674011230469,6.464252471923828,-0.00030805870927641413
374.1650085449219,5.657755374908447,-0.0003126874675281683
375.4552612304688,4.855231761932373,-0.00031604603932130067
376.738037109375,4.056563854217529,-0.00031811237796151414
378.0132141113281,3.261235475540161,-0.0003188635632412687
379.3379211425781,2.4326674938201904,-0.00031827600837090644
380.6539611816406,1.6068150997161863,-0.0003163256756285507
381.9616088867188,0.784061074256897,-0.00031298830118545656
383.2607421875,-0.0360790193080902,-0.0003082396294367037
384.5514526367188,-0.8533438444137573,-0.0003020556570305731
385.8337707519531,-1.66801917552948,-0.0002944128866430521
387.1072692871094,-2.480742216110229,-0.00028528859038640494
388.3722229003906,-3.2915427684783936,-0.00027466108257250655
389.68267822265625,-4.13608980178833,-0.0002625100013728341
390.98388671875,-4.978264808654785,-0.00024881659872806264
392.2773742675781,-5.816463947296143,-0.0002335640376618216
393.5630187988281,-6.650577545166016,-0.0002167376959463973
394.8411254882813,-7.480425834655762,-0.0001983254748543477
396.11175537109375,-8.306207656860352,-0.0001783181115108701
397.3750305175781,-9.127726554870604,-0.00015670949313942195
398.6830749511719,-9.979413032531738,-0.00013349697126996632
399.9868469238281,-10.82979965209961,-0.00010868167375817544
401.2907104492188,-11.680464744567873,-8.226881224812402e-05
402.5947265625,-12.531909942626951,-5.426798250403829e-05
403.8992309570313,-13.384421348571776,-2.4693454842344394e-05
405.2042846679688,-14.237957000732422,6.435548282190675e-06
406.510009765625,-15.092511177062988,3.909459063870284e-05
407.815673828125,-15.947890281677246,7.325377976378961e-05
409.121826171875,-16.802825927734375,0.00010887754701934212
410.4278564453125,-17.658618927001953,0.00014592445356249281
411.7340393066406,-18.515504837036133,0.00018434702565071415
412.9888000488281,-19.339262008666992,0.00022409162268616743
414.24609375,-20.16581916809082,0.0002650983413362927
415.5073852539063,-20.996234893798828,0.00030730095894871166
416.7732238769531,-21.830463409423828,0.0003506269193047075
418.0438537597656,-22.66831398010254,0.000394997363524546
419.31976318359375,-23.50938415527344,0.00044032720864817953
420.60101318359375,-24.35384559631348,0.0004865252760659339
421.8874206542969,-25.201417922973636,0.0005334944715661958
423.1784362792969,-26.05252265930176,0.0005811320183026317
424.4743347167969,-26.906827926635746,0.0006293297434652321
425.7751159667969,-27.764116287231445,0.0006728649567536017
427.0809326171875,-28.6229248046875,0.000706661945906579
428.3355407714844,-29.446346282958984,0.0007308546088522514
429.5920104980469,-30.268951416015625,0.0007456066657519259
430.8495178222656,-31.08966064453125,0.000751106553687253
432.1595764160156,-31.94352531433105,0.0007475624117491006
433.4642639160156,-32.792457580566406,0.0007351972039731623
434.7618408203125,-33.63603210449219,0.0007142440193437976
436.0522766113281,-34.47398376464844,0.0006849415799437424
437.3359680175781,-35.30648422241211,0.0006475299804189971
438.612548828125,-36.133975982666016,0.0006022466743871221
439.88226318359375,-36.95621871948242,0.000549322716349887
441.1449279785156,-37.773658752441406,0.0004889792611587182
442.45306396484375,-38.6196517944336,0.00042142431718000453
443.7535400390625,-39.46064758300781,0.0003468497440499372
445.046630859375,-40.29673004150391,0.0002654284813070624
446.3323974609375,-41.12769317626953,0.0001773119902383584
447.6123962402344,-41.95109939575195,8.2627887949221e-05
448.8870849609375,-42.76674270629883,-1.8522250065278787e-05
450.1568603515625,-43.57405090332031,-0.0001260649447546823
451.4722595214844,-44.40509796142578,-0.00023995675334425513
452.7814331054688,-45.22890853881836,-0.00036018612299074684
454.0841369628906,-46.04612731933594,-0.0004867751879301561
455.3794860839844,-46.85823440551758,-0.0006197815402746712
456.6682434082031,-47.66497421264648,-0.0007593000047966793
457.9501037597656,-48.46564483642578,-0.0009054644479402405
459.2250671386719,-49.2613410949707,-0.0010584496509429592
460.5425415039063,-50.0826301574707,-0.0012184732763358878
461.8564453125,-50.90047073364258,-0.0013857979561984726
463.1671447753906,-51.71660232543945,-0.0015607335293379673
464.4745178222656,-52.53132629394531,-0.0017436394529674764
465.77838134765625,-53.34576416015625,-0.0019349274123677009
467.0785827636719,-54.16041946411133,-0.0021350641492850807
468.3743591308594,-54.97595977783203,-0.0023445745262413854
469.66607666015625,-55.79261779785156,-0.0025640448392401276
470.9537353515625,-56.60936737060547,-0.002794126385207709
472.2361450195313,-57.42675018310547,-0.003035539282459011
