step,episode,buffer_size,total_time,total_steps,ep_reward,ep_steps,ep_count,packages_lost,speed_mean,speed_max,BestLap,LapNo_0,update_model_perf_mean,update_model_perf_max,update_model_perf_std,step_perf_mean,step_perf_max,step_perf_std,step_perf_q99,step_perf_> thres,action_perf_mean,action_perf_max,action_perf_std,policy_loss,entropy_loss,alpha,entropy,LapNo_1,LapNo_2,LapNo_3,LapNo_4,LapNo_5
2823,11,223866,200.55937886238098,2856,7.694708355280792,230,11,0,3.179382418555653,11.433588027954102,0.0,0.0,0.011961313973797742,0.02133969999999863,0.0014268648489861456,0.04001441615720574,0.041518999999993866,0.0007358691015590637,0.041152372000012746,10,0.005479869432315205,0.009999600000014652,0.0005130366426563993,,,,,,,,,
2940,12,223983,206.6778199672699,2976,7.440609066725821,118,12,0,5.915828582279234,12.791523933410645,0.0,0.0,0.011769170940169958,0.018623599999983753,0.0009267365809299589,0.040019824786326534,0.04134389999998689,0.0007340712887088911,0.0412371040000005,10,0.005131109401708677,0.006024299999978666,0.0003561272621319304,-12.285835266113281,-1.424462914466858,0.7541303038597107,2.0532562732696533,,,,,
3341,13,224384,224.1769413948059,3380,5.14950197043065,402,13,0,1.4610086970288418,4.99530553817749,0.0,0.0,0.011943053117207362,0.02419129999998404,0.0011732456644155216,0.040011595760599275,0.04137560000000917,0.000685973653956811,0.04115550000000212,23,0.005224491521196362,0.01044170000000122,0.0006528035135554511,,,,,,,,,
3481,14,224524,231.21159744262695,3523,1.8488515534905225,141,14,0,1.1838352920649349,3.248100519180298,0.0,0.0,0.012121900714284095,0.02557850000002304,0.002501316510289362,0.040019490714283075,0.04155779999999254,0.0005909025369107818,0.041311796999998186,5,0.004065790714284999,0.010969399999993357,0.00215071719180659,,,,,,,,,
3656,15,224699,239.64758396148682,3701,1.9672072516508248,176,15,0,1.010661507575688,7.842182636260986,0.0,0.0,0.011937135428571537,0.025962599999985514,0.0021007140820479865,0.04001027599999913,0.04166200000000231,0.0007246677940742735,0.04159191600000327,13,0.004188456000002329,0.011219600000003993,0.002034942975055837,,,,,,,,,
3775,16,224818,245.84804487228394,3823,4.022355378008045,120,16,0,4.220532141877144,9.39047622680664,0.0,0.0,0.012089981512602202,0.027467000000001462,0.0025551345656814003,0.04002173529411954,0.04161969999995563,0.0005138401915511749,0.041153626000012766,3,0.0050262361344495824,0.01068189999998026,0.0009899006833908382,,,,,,,,,
4185,17,225228,263.70525217056274,4236,3.6330775509586215,411,17,0,0.8757701236128675,5.760838508605957,0.0,0.0,0.012119012439023198,0.025392799999963245,0.0014222329696869083,0.04000922390243775,0.04176970000003166,0.0007001105143525294,0.04135882400001492,24,0.005294970731707819,0.010503200000016477,0.0005714050222357569,,,,,,,,,
4342,18,225385,271.41306710243225,4396,8.650183807867695,158,18,0,4.827304489695456,10.660591125488281,0.0,0.0,0.012159580891719111,0.027800600000034592,0.002001098372221235,0.04001655031846978,0.04180149999996274,0.0006778867513967132,0.0416312079999625,7,0.005083679617833568,0.010244799999952647,0.0010129588363006325,,,,,,,,,
4581,19,225624,282.43266248703003,4638,8.235236315104043,240,19,0,3.5869926149881697,12.209709167480469,0.0,0.0,0.012277834728034323,0.026578599999993457,0.0019393673155456979,0.04000917656903562,0.04130579999997508,0.0006411064634883875,0.041167162000008375,11,0.0053214765690350095,0.01082110000004377,0.0008186836833781932,,,,,,,,,
4664,20,225707,287.17978048324585,4724,4.443955602648878,84,20,0,5.136636367250633,10.057784080505371,0.0,0.0,0.01266685180723172,0.02550440000004528,0.0025978178543615642,0.04002440722891916,0.04107899999996789,0.0005938476202640573,0.04106342000000723,5,0.0053373903614493175,0.011699399999997695,0.0012779859936261466,,,,,,,,,
4912,21,225955,298.55345916748047,4975,12.89871581645679,249,21,0,4.687557321830548,10.614782333374023,0.0,0.0,0.012261987096774733,0.02073059999997895,0.001109511695337108,0.040017010887094875,0.0418617999999924,0.0008592375964650273,0.04149032499999748,31,0.005422015725806952,0.007435500000042339,0.0003733143419937388,,,,,,,,,
5075,22,226118,306.50833225250244,5141,11.736706081624698,164,22,0,7.188470233473842,14.721487045288086,0.0,0.0,0.012335669938653418,0.019553099999995993,0.000852453567606218,0.040015513496931526,0.04111629999999877,0.0005702935130135488,0.04104013600002304,3,0.0055913306748457325,0.006899499999974523,0.00037672032902276925,,,,,,,,,
5360,23,226403,319.3593590259552,5429,9.826578788470353,286,23,0,3.6991835809835814,10.053791046142578,0.0,0.0,0.012429697894738542,0.021695599999986825,0.0010603531481873257,0.04001271894736826,0.04136029999995117,0.0008485311201653242,0.041260951999979624,50,0.005456907368418821,0.007389499999987947,0.00042540539944322194,-24.995691299438477,-4.326987266540527,0.3705570101737976,1.3598008155822754,,,,,
5557,24,226600,328.67255210876465,5629,7.914792968872219,198,24,0,4.699295283295802,13.0182466506958,0.0,0.0,0.012668294923858858,0.02027570000001333,0.0009535203642006001,0.040018879695430006,0.04163919999996324,0.0006840545543985526,0.04101052399995297,3,0.005317881218275899,0.007499500000051285,0.0005388512986307692,,,,,,,,,
6766,25,227809,378.57581067085266,6841,25.753545459430367,1210,25,0,2.5654029361924833,23.612091064453125,0.0,0.0,0.012066653680728186,0.021088300000030813,0.0009554327422446852,0.04000903523573222,0.04197460000000319,0.0007208349235634489,0.04126808799997662,60,0.005247614557484803,0.007001900000034311,0.0004389600462873727,,,,,,,,,
7199,26,228242,397.36223435401917,7277,84.60952880010059,434,26,0,22.71000404624335,36.63742446899414,0.0,0.0,0.011987155658197576,0.044754500000010466,0.002686790663898735,0.040012699538106794,0.05933220000002848,0.0022879261422786485,0.04135936000000129,6,0.0048196258660511155,0.01678110000000288,0.001656061674085467,,,,,,,,,
7597,27,228640,414.75132942199707,7678,108.63237149298705,399,27,0,31.041252673279732,56.833194732666016,0.0,0.0,0.01158265251256391,0.022763800000006995,0.0010613160173217678,0.040013752512563554,0.04191740000004529,0.0007164456572074829,0.04132228200000441,19,0.005466855276383465,0.006580499999984113,0.00035763822483005683,,,,,,,,,
7824,28,228867,425.299813747406,7908,27.246915557380504,228,28,0,13.900386243951385,34.67512893676758,0.0,0.0,0.011576811013217359,0.016067099999986567,0.0007632643963193647,0.040017870044053,0.04175810000003821,0.0007535133543769126,0.04126830199996448,15,0.005530795594712286,0.006473700000015015,0.00028063519247731333,,,,,,,,,
7989,29,229032,433.3287043571472,8076,17.684137166255226,166,29,0,15.412532320096023,34.19549560546875,0.0,0.0,0.01175801696969281,0.022275500000034754,0.0013160109400717605,0.04001674060605734,0.04187120000000277,0.000626641229130953,0.04131217600000127,10,0.005406418181817599,0.006796599999972841,0.00034082241270723586,,,,,,,,,
8121,30,229164,440.0542895793915,8211,14.322900754834137,133,30,0,12.322483791322867,25.579931259155273,0.0,0.0,0.011632784090907804,0.021541000000013355,0.0011247199251941237,0.040015165909089274,0.0417690000000448,0.0006601983921123164,0.04115896799999632,2,0.005504274999999621,0.006673599999999169,0.0003742518570154982,,,,,,,,,
8212,31,229255,445.1274833679199,8305,7.26874370031918,92,31,0,8.741489977534082,18.944862365722656,0.0,0.0,0.01171346043955949,0.020154899999965892,0.0011683459361687748,0.04000881208791505,0.04136020000004237,0.0005405181053073463,0.04090425999999638,1,0.005511286813187171,0.007262499999967531,0.0004855246115263203,,,,,,,,,
8300,32,229343,450.0916521549225,8396,5.672100789429403,89,32,0,6.427205896564875,16.3992862701416,0.0,0.0,0.011867243181820248,0.017584100000021863,0.0009686689206914066,0.0400250499999983,0.04135089999999764,0.0006186930539451291,0.04106023299996991,3,0.0052842636363666625,0.0071429999999850224,0.00039523889300218794,-37.252113342285156,-6.035972595214844,0.16553981602191925,0.3565440773963928,,,,,
8627,33,229670,464.6400785446167,8726,78.06777953565776,328,33,0,21.6106446635492,46.27867126464844,0.0,0.0,0.011745950764523914,0.01458410000003596,0.0006754401002196466,0.0400119042813462,0.041477400000019315,0.0006330893696892854,0.04127440000000547,13,0.005362404587154827,0.006737799999996241,0.0003273623447790956,,,,,,,,,
8844,34,229887,474.7424576282501,8946,47.59751012389498,218,34,0,21.385591651394176,36.17472457885742,0.0,0.0,0.011918831336403346,0.0260904000000437,0.001669735826134436,0.04001717511520962,0.04128250000002254,0.000652160391997366,0.041199680000017905,6,0.004988119354838382,0.012186500000041178,0.0007870475266547245,,,,,,,,,
9120,35,230163,487.2333998680115,9225,88.06652371268578,277,35,0,28.71359657475999,47.71464157104492,0.0,0.0,0.01196615724637551,0.026548299999944902,0.001906896856240398,0.04001276231883862,0.04178809999996247,0.0005553884918154748,0.0410130750000377,4,0.005171979710142096,0.011715100000003531,0.000780160505054263,-41.04573440551758,-5.214694499969482,0.13325215876102448,-0.41239863634109497,,,,,
9377,36,230420,498.960161447525,9485,55.36101123304712,258,36,0,22.472248196559,37.85011672973633,0.0,0.0,0.011937906614784189,0.025008599999978287,0.0014130255003299737,0.040009882490272576,0.0414215999999783,0.0007285936204077369,0.041246364000005545,22,0.005350922568092741,0.010856899999964753,0.0006468325013924867,,,,,,,,,
9566,37,230609,507.9482772350311,9677,31.79928134232397,190,37,0,15.95008420799859,31.481922149658203,0.0,0.0,0.011766101058202083,0.014803899999947134,0.0006810314000270876,0.04001487195767358,0.041275500000097054,0.0007113787245441739,0.04123243199997887,7,0.005359034391534368,0.0061197999999649255,0.00036452780507137183,,,,,,,,,
9933,38,230976,524.098081111908,10047,73.7752940215661,368,38,0,20.724703493040895,43.36274337768555,0.0,0.0,0.011825464305177821,0.027307400000040616,0.0014176176017540478,0.040014534059947086,0.041828000000009524,0.0006921998137360703,0.041229900000018915,20,0.005362316348774777,0.010866500000020096,0.0006117058892882148,,,,,,,,,
10020,39,231063,528.9952340126038,10137,8.71965754123599,88,39,0,10.008454466548176,22.21949577331543,0.0,0.0,0.011991136781606938,0.02530720000004294,0.0030630074887103243,0.040023351724136944,0.042199800000048526,0.0008247864499459841,0.04153949199999488,9,0.003046331034486412,0.010425099999906706,0.002282683188917077,-41.14240646362305,-5.3892598152160645,0.1068287268280983,-0.5900840759277344,,,,,
10095,40,231138,533.4282779693604,10215,5.415196497610407,76,40,0,7.7514686657048415,17.47547149658203,0.0,0.0,0.012535381333329194,0.023314799999980096,0.0019130109827705298,0.04002486533333013,0.04158830000005764,0.0006354497717392779,0.041173678000002385,2,0.005052855999996003,0.010500900000010915,0.0010313164215679565,,,,,,,,,
10186,41,231229,538.5094752311707,10309,7.740899392176263,92,41,0,10.61052103037946,21.569665908813477,0.0,0.0,0.012417127472525073,0.024432300000057694,0.0018198266141956738,0.04001299780219557,0.041178299999955925,0.0007057584007356893,0.041147970000042736,7,0.004994727472527992,0.0107225000000426,0.0009220467940113101,,,,,,,,,
10280,42,231323,543.7127003669739,10406,9.416877326000423,95,42,0,10.458037356640164,20.37001609802246,0.0,0.0,0.012614740425523779,0.0270080999999891,0.0028422913435301937,0.0400270702127667,0.04152890000000298,0.0007862877418257076,0.041264222000015706,8,0.005018922340431142,0.010940500000060638,0.0012325365713017893,-35.171966552734375,-5.122936248779297,0.10054045170545578,-0.769685685634613,,,,,
10516,43,231559,554.610267162323,10645,57.681970295002664,237,43,0,27.256509759539508,46.25947570800781,0.0,0.0,0.012335686016951987,0.024074199999972734,0.0016141188922996403,0.04001426652542325,0.041464800000085233,0.0006760341849845198,0.04116411500000936,6,0.005236961864407561,0.010116400000015346,0.000759488422927557,,,,,,,,,
10616,44,231659,560.0325438976288,10748,9.641069135046715,101,44,0,10.53881648328561,19.996871948242188,0.0,0.0,0.012611395000002404,0.026396900000008827,0.0021522435670944034,0.040021958999994924,0.041287000000011176,0.0007261248270224707,0.04116018100002748,4,0.0053485249999994265,0.011301099999968756,0.001004352928244418,,,,,,,,,
10944,45,231987,574.6199791431427,11079,74.69142708381503,329,45,0,26.083029787826117,45.53202819824219,0.0,0.0,0.01245884603658553,0.02765420000002905,0.0016257778938394767,0.04001441219512211,0.04186809999998786,0.0007248982107529617,0.04109671999998682,10,0.004843030182928071,0.010780100000033599,0.0015255476153392554,,,,,,,,,
11440,46,232483,595.9379994869232,11578,159.17387755911466,497,46,0,34.06940140353513,51.1993408203125,0.0,0.0,0.012221841129028308,0.02807960000006915,0.0011889999752469228,0.04000928024193642,0.04121559999998681,0.0006977161920194165,0.041036460000026406,11,0.005334094153224192,0.009843599999953767,0.00045489654803778425,-41.22517013549805,-4.3087263107299805,0.07762836664915085,-1.3140113353729248,,,,,
11601,47,232644,603.816855430603,11742,21.707651467118847,162,47,0,15.168802791554624,31.53299903869629,0.0,0.0,0.011952953416147556,0.0137665999999399,0.0006120067978585701,0.04001472173913272,0.04110449999996035,0.0006760213584641737,0.041029539999976807,3,0.005231067701865952,0.00795000000005075,0.0004765826895236643,,,,,,,,,
12085,48,233128,624.6587655544281,12229,181.36978788833767,485,48,0,39.397571527324715,59.14767074584961,0.0,0.0,0.01185615227272657,0.01983610000002045,0.000783206129006752,0.04001115785123567,0.04160279999996419,0.0006612638282665251,0.04118239399994195,18,0.005553919214876278,0.007416500000090309,0.0003728642742458948,,,,,,,,,
12353,49,233396,636.8326325416565,12500,67.50832503951474,269,49,0,29.243576009316822,49.512149810791016,0.0,0.0,0.011829711940299434,0.01835950000008779,0.0007078330164635924,0.040010142164178926,0.04112020000002303,0.0005625468023459769,0.04102058799997053,3,0.005480957462685695,0.007368999999926018,0.0003677715471213759,,,,,,,,,
12506,50,233549,644.3764102458954,12656,21.414955958117876,154,50,0,16.86209621717821,30.61939239501953,0.0,0.0,0.011812200653591147,0.024993400000084876,0.0024806768077503725,0.040018202614376254,0.041294099999959144,0.0006219302885224219,0.04104324400000678,4,0.004105196732033548,0.010929800000099021,0.002120595842726018,,,,,,,,,
12861,51,233904,660.0471024513245,13014,97.31873896245874,356,51,0,31.08019574471158,46.95032501220703,0.0,0.0,0.011901656619718612,0.02381260000004204,0.0012704839650685073,0.040011569577462415,0.04148340000006101,0.000637338098989972,0.04109849800001484,13,0.005449077746478727,0.010882100000003447,0.0005943212414290586,,,,,,,,,
13379,52,234422,682.2573328018188,13535,174.31357192383268,519,52,0,40.64176715612286,58.041282653808594,0.0,0.0,0.011544295945946928,0.019078799999988405,0.0009052446548930885,0.04000963976834002,0.04147550000004685,0.0006335365491528571,0.04108668000003945,14,0.0055528196911183705,0.0073860999999624255,0.0003660745374763203,,,,,,,,,
13626,53,234669,693.5970034599304,13785,0.00787076430619563,248,53,0,0.002664215254387067,0.007162479218095541,0.0,0.0,0.012216352226724198,0.02448859999992692,0.001181482393595247,0.040006553036436424,0.04141170000002603,0.0007818176382126623,0.04136277199998176,23,0.0055952024291540375,0.0068018000000620304,0.0003369007594149996,,,,,,,,,
13890,54,234933,705.6008303165436,14052,48.16345051343639,265,54,0,17.629881844206334,37.300201416015625,0.0,0.0,0.011804720075755708,0.024222299999905772,0.0011772820901425752,0.040014576136363104,0.04124839999997221,0.0006920843338977691,0.041165407000078175,15,0.0055194848484804325,0.007026799999948707,0.0003548030129912188,-46.581268310546875,-1.8512651920318604,0.050134241580963135,-2.3814492225646973,,,,,
13965,55,235008,710.0288729667664,14130,2.8850238204165732,76,55,0,3.852461057451652,12.069329261779785,0.0,0.0,0.011962325333338414,0.013979199999994307,0.0006786121439266063,0.040024229333331884,0.04144900000005691,0.0007111552582078831,0.04134754600000178,3,0.005558695999999751,0.00695020000000568,0.00040128706415175423,,,,,,,,,
14212,56,235255,721.361542224884,14380,0.010604703178843166,248,56,0,0.003565169020153154,0.00923682376742363,0.0,0.0,0.012155052226714787,0.02161310000008143,0.0010576718523268558,0.04001339473684302,0.04171309999992445,0.0007613273298472839,0.04145867200001021,21,0.0053905331983832355,0.006770100000039747,0.00032676505982395543,,,,,,,,,
14459,57,235502,732.68820977211,14630,0.009873758304033213,248,57,0,0.0033180875653934273,0.008878473192453384,0.0,0.0,0.012207453441298552,0.02052240000000438,0.0010093188147330772,0.04001856599190915,0.04189999999994143,0.0007712477698412507,0.041477162000003315,23,0.005520635222671393,0.007243000000016764,0.0003510085216589095,,,,,,,,,
14936,58,235979,753.2250492572784,15110,105.0469710811099,478,58,0,22.738319055963043,53.24726867675781,0.0,0.0,0.011893260167713414,0.022864700000013727,0.0009927042020877253,0.04001153501048255,0.04204159999994772,0.0006765075993322145,0.041104863999980805,11,0.005433919287210267,0.006780699999922035,0.00031351089476784513,,,,,,,,,
15350,59,236393,771.2292890548706,15527,171.78464362126255,415,59,0,40.642691210627625,64.04499053955078,0.0,0.0,0.01178961352656702,0.026824000000033266,0.0015608814249517258,0.040011907487923236,0.041689300000030016,0.0006630948068487665,0.041137075000018515,10,0.004869197584540418,0.01118420000000242,0.001457641097386038,-47.28734588623047,0.5551689863204956,0.04165233299136162,-3.174675464630127,,,,,
15483,60,236526,777.9788792133331,15663,17.53847932585277,134,60,0,12.987511366699586,20.13140296936035,0.0,0.0,0.011718167669172564,0.014230200000042714,0.0006301513182059106,0.040007806015039976,0.04114509999999427,0.0006718392652322923,0.04112367200002609,6,0.005454630075191778,0.0060279999999011125,0.00019730009049747597,,,,,,,,,
15797,61,236840,791.981175661087,15980,87.43658424407994,315,61,0,27.5579954908259,45.13950729370117,0.0,0.0,0.012052731210192439,0.027151599999911014,0.0019441312286274175,0.040013703184715026,0.041615600000000086,0.0007060266590588507,0.041173404999995,11,0.0045930722929928966,0.01123080000002119,0.0017044198019384778,,,,,,,,,
16121,62,237164,806.401572227478,16307,91.22226458037139,325,62,0,27.701175716573086,50.12691879272461,0.0,0.0,0.012115207407407664,0.026308699999958662,0.0015676333147877104,0.04001199691358305,0.04197680000004311,0.0006393477158604591,0.040993207999993043,4,0.00472484197530426,0.011507599999958984,0.001691075978179211,,,,,,,,,
16723,63,237766,831.991598367691,16912,281.5110465711574,603,63,0,44.758288271022245,67.20194244384766,0.0,0.0,0.012485567109632957,0.027792200000021694,0.0014869956891506346,0.04001248205980178,0.041909500000087974,0.0006661192007286849,0.040971486999955,5,0.005049494186047403,0.011280100000021775,0.0012700659342320592,,,,,,,,,
16823,64,237866,837.4168758392334,17015,11.475436289871052,101,64,0,10.647435082873043,19.42586898803711,0.0,0.0,0.012034993999994867,0.014778799999930925,0.0006705171922922947,0.04001763300000334,0.041027600000006714,0.0007080776830329244,0.040960576999962084,1,0.005269807000001947,0.00671429999999873,0.00042064471451402376,,,,,,,,,
16999,65,238042,845.9078752994537,17194,36.129320713036414,177,65,0,21.19792920209883,38.75046157836914,0.0,0.0,0.012002139772725684,0.020833500000094318,0.0009505207265523138,0.040015201704546595,0.04097300000000814,0.0005724431486760834,0.04084189999994692,0,0.005366481818183838,0.006473300000038762,0.00040189417041959366,,,,,,,,,
17108,66,238151,851.7142434120178,17306,11.686486037234337,110,66,0,10.594415768740742,18.32025909423828,0.0,0.0,0.012240733027528672,0.021544000000062624,0.0015460470721120486,0.04001809633027712,0.04139379999992343,0.0007304153179381499,0.041050388000062416,5,0.005222580733948026,0.007359100000030594,0.0006108844803669602,,,,,,,,,
17655,67,238698,875.0707433223724,17856,235.2114650496104,548,67,0,42.66505654388943,61.711299896240234,0.0,0.0,0.011870297440584425,0.021503400000028705,0.0008215158683172854,0.04001119963436852,0.04135509999991882,0.0005949820176096754,0.041049750000008774,9,0.005472408592322983,0.0069825000000491855,0.00036760137223176343,,,,,,,,,
17726,68,238769,879.350751876831,17930,5.781101183881501,72,68,0,7.0547111956240975,14.01891803741455,0.0,0.0,0.012399428169018534,0.025712600000019847,0.0027558135784053178,0.040031822535212716,0.041634499999986474,0.0006823190142788453,0.04145047000002933,5,0.005112671830983358,0.010641500000019732,0.0012661038251674812,,,,,,,,,
18439,69,239482,909.3738224506378,18646,382.57760287628537,714,69,0,50.2539005851274,71.56259155273438,0.0,0.0,0.0121371332398336,0.019923199999993813,0.0009918534019010211,0.04000823464235744,0.041345400000068366,0.0007017709861622904,0.041140220000038426,35,0.005565208976157368,0.006703099999981532,0.0003492719674029683,,,,,,,,,
18656,70,239699,919.4962060451508,18866,24.46395586380712,218,70,0,11.557101833981923,26.52756690979004,0.0,0.0,0.011611742857141722,0.02231369999992694,0.0011505259558820208,0.04000914562211651,0.04124490000003789,0.0006699212255726472,0.04115383199999542,11,0.005558675115209201,0.006841600000029757,0.0003386324108886447,,,,,,,,,
18771,71,239814,925.524628162384,18984,9.942229269498927,116,71,0,8.873090986351098,14.912262916564941,0.0,0.0,0.011713233913049051,0.016026000000010754,0.0010424129995838785,0.0400181469565209,0.041247799999950985,0.0007218617090580992,0.041191870000034214,8,0.005445092173910938,0.0072053999999752705,0.00041194818060333094,,,,,,,,,
19125,72,240168,941.1533095836639,19341,103.4174944726777,355,72,0,30.863831714852253,52.59892272949219,0.0,0.0,0.011751153389825967,0.016263399999957073,0.0008004081597598747,0.04001282570621212,0.04134769999996024,0.0006460997402439279,0.04117484500005958,15,0.0054194203389808385,0.007229499999994005,0.00034733598557426016,,,,,,,,,
19525,73,240568,958.6014184951782,19744,159.55391598954049,401,73,0,37.281693134150885,57.898475646972656,0.0,0.0,0.012075236000005134,0.027079600000092796,0.0016393787452636218,0.04001262074999886,0.041720100000020466,0.0007313105828555729,0.04140332999993575,24,0.004820079000000703,0.010698900000079448,0.0015882233922896202,,,,,,,,,
19616,74,240659,963.6926171779633,19838,10.020696380970092,92,74,0,9.72311608532555,18.532445907592773,0.0,0.0,0.012404549450544826,0.029737099999920247,0.00347087364684948,0.04001740439560353,0.042521899999997004,0.0007857224472858671,0.041376380000065174,6,0.005132648351638716,0.013423399999965113,0.0014759261716047437,,,,,,,,,
19753,75,240796,970.6132464408875,19978,19.82788196029778,138,75,0,14.402500803198537,23.380826950073242,0.0,0.0,0.011855300729924264,0.02197599999999511,0.001118297442478374,0.040015492700727046,0.04122019999999793,0.0006606490771729724,0.04114229599998907,4,0.005539062773719826,0.006808500000033746,0.00029173991366790854,,,,,,,,,
20074,76,241117,984.9076135158539,20302,86.69112101596406,322,76,0,27.92824327949614,45.64394760131836,0.0,0.0,0.011853947352023738,0.02669730000002346,0.0014227505718345144,0.04001288130841361,0.04140240000003814,0.0007314606570783471,0.041300059999980474,25,0.005253443925231844,0.010695200000100158,0.0006453264669069505,,,,,,,,,
20373,77,241416,998.3207716941833,20604,83.90389363298326,300,77,0,29.24294728634646,46.172119140625,0.0,0.0,0.012363612709032624,0.027645199999938086,0.0021607316333450946,0.04001619397993341,0.04191399999990608,0.0007464166513099292,0.0413726700000052,24,0.004595781939796945,0.01042769999992288,0.001756191600991246,,,,,,,,,
21001,78,242044,1024.9130351543427,21235,279.8004062162021,629,78,0,43.34619572051262,61.6309928894043,0.0,0.0,0.01206122929936461,0.029333000000065113,0.0016541931141001646,0.04000885541400802,0.04144499999983964,0.0007146684731928085,0.04130964700002437,39,0.005108718630572293,0.012499399999910565,0.0013201978534233129,,,,,,,,,
21222,79,242265,1035.1914556026459,21459,44.45576092650834,222,79,0,21.315135114624894,40.17594909667969,0.0,0.0,0.011971770135757582,0.020253799999863986,0.0009910539200618136,0.04001427918551784,0.04150690000005852,0.0007039700319029908,0.04132035999991786,15,0.005605417194575893,0.007159199999932753,0.0004215373524688411,,,,,,,,,
21763,80,242806,1058.3929200172424,22003,229.8142208765882,542,80,0,44.83288555817568,67.08694458007812,0.0,0.0,0.012148569500917777,0.02138009999998758,0.0011015150938662025,0.040010820332719604,0.04146179999997912,0.0006914954544336658,0.0411485000000539,19,0.005524095378937536,0.007267799999908675,0.00036809159562410453,,,,,,,,,
22502,81,243545,1089.4462323188782,22745,327.13813376990845,740,81,0,50.16471508977733,72.12287902832031,0.0,0.0,0.012330828958046835,0.02483329999995476,0.0010577596512960114,0.04001129472259961,0.0419888000001265,0.0007519571268270618,0.0411488260000715,43,0.005418666711772866,0.01090810000005149,0.0005868957107682069,,,,,,,,,
