step,episode,buffer_size,total_time,total_steps,ep_reward,ep_steps,ep_count,packages_lost,speed_mean,speed_max,BestLap,LapNo_0,update_model_perf_mean,update_model_perf_max,update_model_perf_std,step_perf_mean,step_perf_max,step_perf_std,step_perf_q99,step_perf_> thres,action_perf_mean,action_perf_max,action_perf_std,policy_loss,entropy_loss,alpha,entropy,LapNo_1,LapNo_2,LapNo_3,LapNo_4,LapNo_5
7498464,1070,7719507,302244.3122048378,7501674,0.00952996805242673,248,1070,0,0.0032068735264411154,0.009459463879466057,111.749,119.822,0.012474070444772858,0.028601500031072646,0.00205515653198561,0.040016392712021315,0.04258980002487078,0.001304642206655488,0.042344126023817805,83,0.005182280972023091,0.01072219997877255,0.0007954095412067623,,,,,,,,,
7498711,1071,7719754,302255.66888070107,7501924,0.009852693842453578,248,1071,0,0.0033164460425224762,0.013460386544466019,111.749,119.822,0.012311302834314856,0.025905099988449365,0.0018517127005358766,0.04001203522289753,0.04190589999780059,0.00128610070308858,0.0418797099951189,82,0.004287888258714455,0.01132250000955537,0.001772202970992293,,,,,,,,,
7498958,1072,7720001,302267.03755903244,7502174,0.008602370654564418,248,1072,0,0.00289571571052112,0.012048378586769104,111.749,119.822,0.012411445342965786,0.025306900031864643,0.0016935959093741786,0.04000563279307082,0.04213650000747293,0.0013290518966199733,0.04203313800389878,82,0.004273346960846229,0.010435500007588416,0.0017203638553887983,,,,,,,,,
7499205,1073,7720248,302278.4002363682,7502424,0.008460840862136249,248,1073,0,0.0028468026389272118,0.011333364993333817,111.749,119.822,0.012686910932065414,0.043765800015535206,0.0030981302864031162,0.04001659635564705,0.05504790000850335,0.0017826307409088246,0.042227056010160594,82,0.004355298785298595,0.01318780001020059,0.00191939458136617,,,,,,,,,
7499452,1074,7720495,302289.7629132271,7502674,0.011093210599092341,248,1074,0,0.0037326244496545123,0.012891605496406555,111.749,119.822,0.01237392793565061,0.019131200038827956,0.0010895812128130517,0.040012022671016376,0.04247589997248724,0.0013193241018986045,0.04209388996823691,81,0.00505919838069678,0.006282299989834428,0.00042901044717600306,,,,,,,,,
7499699,1075,7720742,302301.1165881157,7502924,0.010898851075783969,248,1075,0,0.0036680232242947714,0.014431160874664783,111.749,119.822,0.012280942105333724,0.026633600005879998,0.0017238867476173847,0.040005075304367414,0.04192039999179542,0.001041408054864849,0.04171056998311542,72,0.005159500000577963,0.011495099985040724,0.0007634731585124333,,,,,,,,,
7499946,1076,7720989,302312.48626947403,7503174,0.009359545566623207,248,1076,0,0.0031495096556623577,0.009759465232491493,111.749,119.822,0.012239401618976463,0.025904699985403568,0.0018140069348371493,0.04001683926988423,0.041952200001105666,0.0009896454395927306,0.04175086996285245,58,0.0051302963574153,0.010708799993153661,0.0007865762858496484,,,,,,,,,
7500193,1077,7721236,302323.8419456482,7503424,0.01024394904711345,248,1077,0,0.003447611558635066,0.011831540614366531,111.749,119.822,0.012121311336122303,0.028750800003763288,0.0021393295452527984,0.04001056437257127,0.04194319999078289,0.0010465839413520452,0.04183613598579541,59,0.004469825909284475,0.011230200005229563,0.0016894665206746004,,,,,,,,,
7500440,1078,7721483,302335.20762372017,7503674,0.009738949505881028,248,1078,0,0.0032777200887956553,0.010183948092162609,111.749,119.822,0.012164827125139444,0.02774020005017519,0.0020390072412170405,0.040007178946907224,0.04178620001766831,0.0010093430474456238,0.041726966018322854,56,0.0045179056667304235,0.013167899975087494,0.001854103895404226,-264.4198303222656,-0.14788979291915894,0.48334500193595886,-2.796543836593628,,,,,
7500687,1079,7721730,302346.5703008175,7503924,0.008737181662289649,248,1079,0,0.0029401990705082426,0.009311353787779808,111.749,119.822,0.012169116195046195,0.024768800009042025,0.0019614411527958306,0.04002040404866936,0.04248469998128712,0.0012046464400750658,0.04201742001343518,76,0.004513847775972233,0.010301199974492192,0.0017426310212947439,,,,,,,,,
7500934,1080,7721977,302357.934977293,7504174,0.01071016928935564,248,1080,0,0.0036039238770935035,0.012040373869240284,111.749,119.822,0.012226432389136675,0.023909700044896454,0.001706544688466316,0.04001324615292327,0.042418900004122406,0.0012248115710012093,0.04209589600446634,82,0.005347743319811277,0.010852999985218048,0.0006790325971361639,,,,,,,,,
7501181,1081,7722224,302369.30165553093,7504424,0.00988660650293537,248,1081,0,0.0033263163257933846,0.010315913707017899,111.749,119.822,0.012268381781955268,0.026043899997603148,0.0018963774657517704,0.04000695749055896,0.04232220002450049,0.001341389098157733,0.04214970598230138,82,0.005211310122050873,0.011115700006484985,0.0007368636201485758,,,,,,,,,
7501428,1082,7722471,302380.65233039856,7504674,0.009813260327684117,248,1082,0,0.0033021450533910427,0.010744327679276466,111.749,119.822,0.01228677570515384,0.026463399990461767,0.0019119276204702346,0.04001526882625015,0.04242729995166883,0.001347975838018179,0.04235476003028452,81,0.005173177732652438,0.011142099974676967,0.0007869867962091854,,,,,,,,,
7501675,1083,7722718,302392.02300930023,7504924,0.010589817626201295,248,1083,0,0.003563590990985,0.010727069340646267,111.749,119.822,0.012157117814082003,0.026721799978986382,0.001919711595096416,0.040012067612279434,0.04206389997852966,0.0010716861630102514,0.04198687398689799,66,0.004498737652103609,0.011729600024409592,0.0017661797700130031,,,,,,,,,
7501922,1084,7722965,302403.37768769264,7505174,0.010050062795766954,248,1084,0,0.0033816378201311547,0.013562643900513649,111.749,119.822,0.012231095951344622,0.020434000005479902,0.0012847583782269341,0.04000606032292008,0.04186409997055307,0.0010999606052115945,0.041722451992100104,61,0.005243045343642278,0.006577800028026104,0.0003745836305660779,,,,,,,,,
7502260,1085,7723303,302418.3932249546,7505515,16.038374801953676,339,1085,0,7.600539261865317,18.747587203979492,111.749,119.822,0.012058175445159556,0.027207900013308972,0.00184449685402335,0.040011177515058595,0.041975900006946176,0.0010998530908550097,0.04177756203163881,102,0.0047984739635332585,0.012559900002088398,0.001636274723305172,-325.20135498046875,0.48990046977996826,0.4861122965812683,-3.679029703140259,,,,,
7502507,1086,7723550,302429.7539021969,7505765,0.00983150202237346,248,1086,0,0.0033063205644852604,0.010685804300010204,111.749,119.822,0.012310417004208634,0.023996400006581098,0.0018411023889959562,0.04001753441287159,0.04246969998348504,0.0013060954844322707,0.04230995401740074,78,0.004518417005242426,0.01053849997697398,0.0018118859231307728,,,,,,,,,
7502754,1087,7723797,302441.11457824707,7506015,0.009948930546829285,248,1087,0,0.0033466491342199244,0.011099708266556263,111.749,119.822,0.01235998988100648,0.023717900039628148,0.0015729282725403888,0.040010740486094314,0.042464899946935475,0.0012685877604113297,0.04225787601200864,80,0.005338424695127828,0.01080079999519512,0.0006203668599630702,,,,,,,,,
7503001,1088,7724044,302452.4792559147,7506265,0.010147365349445214,248,1088,0,0.0034136853968037384,0.009999221190810204,111.749,119.822,0.012361935224866697,0.026033599977381527,0.001797684642253265,0.04000559554653061,0.042054600024130195,0.001192976927725817,0.04190454798750579,78,0.00521046275189071,0.010689000017009676,0.0007495768854385239,,,,,,,,,
7503248,1089,7724291,302463.8819422722,7506515,0.010108818062955764,248,1089,0,0.0034004958140998968,0.010934176854789257,111.749,119.822,0.012335678138100893,0.026272799994330853,0.0017547233317482547,0.040005897571000947,0.042125899984966964,0.0012660468695342613,0.041918614036403595,78,0.005220059921676557,0.011838499980513006,0.00081304817962533,,,,,,,,,
7503495,1090,7724538,302475.24261951447,7506765,0.010390925806072069,248,1090,0,0.0034959527116781475,0.009820545092225075,111.749,119.822,0.012186276923435239,0.02638269995804876,0.0017015380762782023,0.0400185829963109,0.04250580002553761,0.0013304953140120114,0.04233719199313782,78,0.0051353441342534235,0.010502799996174872,0.0007482610349488021,,,,,,,,,
7503742,1091,7724785,302486.5952939987,7507015,0.009971547961703566,248,1091,0,0.003354655315155058,0.010515720583498478,111.749,119.822,0.01237724736702406,0.01961479999590665,0.0011812240382395095,0.040009170040103646,0.04230470000766218,0.0012650526505646542,0.042123027998022734,82,0.005104313765488459,0.006357799982652068,0.00037593940375302466,,,,,,,,,
7503989,1092,7725032,302497.96797323227,7507265,0.009410161889256622,248,1092,0,0.0031646405901307345,0.014267299324274063,111.749,119.822,0.012211746154664091,0.027308999968227,0.0019045506363852788,0.040003952226905067,0.04245989996707067,0.0012563037637652787,0.04216337397927419,80,0.004380927125636775,0.011780500004533678,0.001812383919051545,,,,,,,,,
7504236,1093,7725279,302509.32164764404,7507515,0.00977644163891448,248,1093,0,0.0032866121636611605,0.012336013838648796,111.749,119.822,0.012380531981496917,0.025999500008765608,0.001999264448363672,0.04001755425084367,0.04219860001467168,0.0012907023481447033,0.04201351197087206,82,0.004243375302003961,0.010854799998924136,0.0017459083730288255,,,,,,,,,
7504483,1094,7725526,302520.6953279972,7507765,0.010299370760675199,248,1094,0,0.0034633452429378877,0.009996284730732441,111.749,119.822,0.012532796356299145,0.019880899984855205,0.0011605672217042408,0.040011175303919774,0.04179800004931167,0.0010826637920666783,0.041719603989040475,75,0.005038596759691668,0.006169600004795939,0.00043896643739929435,,,,,,,,,
7504730,1095,7725773,302532.05200719833,7508015,0.009573515587752823,248,1095,0,0.003219842852911003,0.010906037874519825,111.749,119.822,0.012641718218042722,0.023858000000473112,0.0016624245028766399,0.040003694735537186,0.04226260003633797,0.0011805483426165408,0.04205095599056222,80,0.0050348935192563995,0.010379299987107515,0.0007010143606781244,-323.59002685546875,-0.12428869307041168,0.532244861125946,-2.802926778793335,,,,,
7504977,1096,7726020,302543.41468429565,7508265,0.010153267193288332,248,1096,0,0.0034132510376542586,0.010269745253026485,111.749,119.822,0.012421407691355765,0.02046219998737797,0.001300622586805565,0.04001519392618744,0.04199050000170246,0.00113588759990747,0.04173888001940213,82,0.005173257486574231,0.006326499977149069,0.00041455417142864794,,,,,,,,,
7505224,1097,7726267,302554.7793619633,7508515,0.009902717902839201,248,1097,0,0.0033298940572656704,0.010552716441452503,111.749,119.822,0.012464176517013868,0.02667190000647679,0.0018992252580566562,0.04001270161884147,0.04193949996260926,0.0011003380486043375,0.04189989396953024,70,0.00511565749101748,0.010954099998343736,0.0008537057461444788,,,,,,,,,
7505461,1098,7726504,302565.74294519424,7508755,4.902393466109169,238,1098,0,2.2254248490754445,7.851147174835205,111.749,119.822,0.012045005483765013,0.026018899981863797,0.002043768682082571,0.04001396413492667,0.042094399977941066,0.0010934485471745911,0.04176299202023074,75,0.0044792708845019244,0.011399200011510402,0.0017215862641872704,,,,,,,,,
7505647,1099,7726690,302574.6510441303,7508944,4.577819817938794,187,1099,0,2.623997747676788,7.718623638153076,111.749,119.822,0.011964459674149972,0.025613599980715662,0.00209335320541365,0.04001598494560508,0.04237719997763634,0.001225677262373143,0.041976059964508754,62,0.004048623121468731,0.01156379998428747,0.0019620808426712025,,,,,,,,,
7505856,1100,7726899,302584.50436520576,7509156,4.619488760751688,210,1100,0,2.3735169820759134,8.045263290405273,111.749,119.822,0.012079462679169858,0.01938380004139617,0.000966441023991465,0.040013078947464656,0.042199700023047626,0.0011500710122733706,0.04175661599030718,69,0.0051446985628825735,0.006198899995069951,0.00042405966683464784,,,,,,,,,
7506446,1101,7727489,302609.60827994347,7509749,9.42669318143787,591,1101,0,1.843140415770036,11.815449714660645,111.749,119.822,0.012013649153306102,0.024638100003357977,0.0014411170661130816,0.04000897830553447,0.04215039999689907,0.0011823945400384777,0.04199070199683774,185,0.00516194796793447,0.010912499972619116,0.0005072957375259749,,,,,,,,,
7506693,1102,7727736,302620.98696017265,7509999,0.010190367332423553,248,1102,0,0.0034245427667619587,0.00937615241855383,111.749,119.822,0.012013824696432016,0.024932000029366463,0.0017256907088845635,0.040007097975809036,0.04213219997473061,0.0011918464090551828,0.041889131986536085,77,0.005234735628574906,0.01089269999647513,0.0007610155829053439,,,,,,,,,
7506940,1103,7727983,302632.3486366272,7510249,0.009884266428017888,248,1103,0,0.003321418101838771,0.009542735293507576,111.749,119.822,0.012198002021788027,0.02771779999602586,0.001970523175983718,0.04001833765196278,0.04244380001910031,0.001258102008352252,0.042333492033649237,76,0.005215120241177921,0.011352999950759113,0.0008849153965510521,-316.8641662597656,0.1512194275856018,0.5588863492012024,-3.2598414421081543,,,,,
7507187,1104,7728230,302643.7223174572,7510499,0.010269150878455362,248,1104,0,0.0034506912101454463,0.011950225569307804,111.749,119.822,0.012181108906537083,0.02555930003290996,0.001882029561437051,0.0400123979761039,0.04243720002705231,0.0011573039402719672,0.042138996026478706,79,0.004404292709848312,0.01215349999256432,0.0017857255497803043,,,,,,,,,
7507434,1105,7728477,302655.0809934139,7510749,0.009792371219729177,248,1105,0,0.003293259184037226,0.01044266764074564,111.749,119.822,0.012167900405269915,0.027096000034362078,0.0016876955614411264,0.04000467327984261,0.04229099996155128,0.0011906645741013029,0.04201485799392685,78,0.004402348178538761,0.01084539998555556,0.0017293009497280003,,,,,,,,,
7507681,1106,7728724,302666.451672554,7510999,0.009255492542418923,248,1106,0,0.003112538289461818,0.01126300822943449,111.749,119.822,0.012419002428028717,0.025382200023159385,0.0015531222161059806,0.04001624615408616,0.04228679998777807,0.0012210069146851184,0.04207186599378474,78,0.005273815788807506,0.011044399987440556,0.0006205047563997779,,,,,,,,,
7507928,1107,7728971,302677.80834817886,7511249,0.010450798501228657,248,1107,0,0.003514283800717338,0.009795264340937138,111.749,119.822,0.012535987855717615,0.02455019997432828,0.0016904610150728148,0.04001060485823819,0.04202589998021722,0.0012165604051022467,0.04186346798320301,80,0.005196022267570259,0.010419700003694743,0.0006539214687790386,,,,,,,,,
7508175,1108,7729218,302689.1710240841,7511499,0.010804267857654922,248,1108,0,0.003631646631190726,0.0112154521048069,111.749,119.822,0.012423434413060817,0.027760000026319176,0.0019768725296418076,0.04000681659856223,0.04229269997449592,0.0012614682927965168,0.04223202601308003,79,0.005141595952111006,0.010590799967758358,0.0007634451570014943,,,,,,,,,
7508422,1109,7729465,302700.523699522,7511749,0.011445508574925125,248,1109,0,0.0038472627413519206,0.010790609754621983,111.749,119.822,0.012328754654267297,0.025310800003353506,0.0018015863335738925,0.04001555789468493,0.04197979997843504,0.0012165252998204952,0.041871463995194064,82,0.005104591903137232,0.010322799964342266,0.000775588240498618,,,,,,,,,
7508669,1110,7729712,302711.88837718964,7511999,0.009684181625359781,248,1110,0,0.003256088569258047,0.011488933116197586,111.749,119.822,0.012217594331143583,0.026653199980501086,0.0020909036285996926,0.04001124858194472,0.04243349999887869,0.0011756651519316528,0.04199697200558148,74,0.004596901618732283,0.0113296999479644,0.0017020070927712733,,,,,,,,,
7508916,1111,7729959,302723.2530550957,7512249,0.008290531372026374,248,1111,0,0.0027859897653240385,0.009345260448753834,111.749,119.822,0.012209923887250168,0.026490300020668656,0.0023161745770451875,0.04000560283521379,0.042444399965461344,0.0012170288804805936,0.04224128401721828,76,0.004551476113656573,0.010826299956534058,0.0017196468466772357,,,,,,,,,
7509163,1112,7730206,302734.62873482704,7512499,0.010776129924298154,248,1112,0,0.0036227085053518924,0.011355597525835037,111.749,119.822,0.012324170848809046,0.020299999974668026,0.0011979201721966431,0.04001801336011642,0.04238319996511564,0.0012017694943836502,0.042132982002804055,78,0.005279826719798374,0.006270000012591481,0.00039620135551271264,,,,,,,,,
7509410,1113,7730453,302745.9744079113,7512749,0.010207635025723884,248,1113,0,0.0034339352133106477,0.011248352006077766,111.749,119.822,0.012456674897489006,0.01982970000244677,0.0011071608384952453,0.04001311700449887,0.04253080004127696,0.0011749746111894379,0.04192735998076386,81,0.005151262348951387,0.00601680000545457,0.00038934210221980504,-371.9557189941406,-0.17764240503311157,0.6053141951560974,-2.6460728645324707,,,,,
7509657,1114,7730700,302757.3430862427,7512999,0.010041298900913676,248,1114,0,0.0033741891282026643,0.011192440055310726,111.749,119.822,0.012515435627565496,0.02648060000501573,0.0017235982270320219,0.04000723846176609,0.04197339998790994,0.0011741322071557817,0.04188734396826476,78,0.005146830362740994,0.010920999979134649,0.0007624149356050728,,,,,,,,,
7509904,1115,7730947,302768.7077639103,7513249,0.008871597284519629,248,1115,0,0.0029822398185299997,0.012302340008318424,111.749,119.822,0.012555214575009218,0.029976800025906414,0.002047280261506396,0.040016729150416125,0.04232930002035573,0.0012455544420820462,0.04210222197463736,82,0.005002314167338525,0.010866599972359836,0.000882988726785336,,,,,,,,,
7510151,1116,7731194,302780.06644034386,7513499,0.011285054924609392,248,1116,0,0.0037929419244568225,0.011540844105184078,111.749,119.822,0.01246652348360107,0.025575099978595972,0.0018055371571047841,0.040011766395882255,0.04196979996049777,0.0012129249885451607,0.04186374398996122,82,0.004297859111785708,0.010693499993067235,0.0017598044366898538,,,,,,,,,
7510398,1117,7731441,302791.43511867523,7513749,0.010558997415663327,248,1117,0,0.0035502866496626077,0.010936378501355648,111.749,119.822,0.012274592306072774,0.02579620003234595,0.0020435210048265293,0.04000619918919594,0.042022000008728355,0.001219941193916439,0.04189094599103555,80,0.004370788256977101,0.010965600027702749,0.0017770553198423558,,,,,,,,,
7510645,1118,7731688,302802.79579520226,7513999,0.012354326742677144,248,1118,0,0.00415346873312721,0.01293686218559742,111.749,119.822,0.012354463563198864,0.02780099998926744,0.0017552306001407092,0.04001708461588196,0.041882499994244426,0.001181253771512641,0.04175660002510995,80,0.005214360725702077,0.011726099997758865,0.0006634478432776802,,,,,,,,,
7510892,1119,7731935,302814.15447092056,7514249,0.00997695049295797,248,1119,0,0.0033531833570093787,0.012919321656227112,111.749,119.822,0.012192972874700616,0.02567609999096021,0.001751028006348651,0.0400115983793512,0.04227320000063628,0.0011304784424960622,0.04193485599360429,75,0.005072393119033532,0.010954700002912432,0.000753319549387421,,,,,,,,,
7511139,1120,7732182,302825.5211496353,7514499,0.01054507604255068,248,1120,0,0.00354471884665761,0.013633614405989647,111.749,119.822,0.012262294737024513,0.027823800046462566,0.0019638625536653035,0.040006279351749656,0.0421650999924168,0.0011572364247324693,0.04193705399287864,72,0.005124009311904279,0.011083699995651841,0.0008246705232081509,,,,,,,,,
7511386,1121,7732429,302836.88782668114,7514749,0.010051436040126493,248,1121,0,0.0033784768755492313,0.010656546801328659,111.749,119.822,0.01227790809746432,0.02692370000295341,0.0019386855388812715,0.040017456679486176,0.04245059995446354,0.0011540016670561059,0.042119398028589786,78,0.005231680162580917,0.011922000034246594,0.0009188619614266014,,,,,,,,,
7511633,1122,7732676,302848.24350214005,7514999,0.009634744791723708,248,1122,0,0.003237824739992521,0.014924809336662292,111.749,119.822,0.01209541983918479,0.027225100027862936,0.002150445492050758,0.040010407692865894,0.042087300040293485,0.00116988770567042,0.041831511994823815,78,0.0043909356289313205,0.011044399987440556,0.0018192091754390591,,,,,,,,,
7511880,1123,7732923,302859.60717988014,7515249,0.010408053722682449,248,1123,0,0.0034977247276166907,0.011928131803870201,111.749,119.822,0.011939044536076306,0.025248699996154755,0.0015862977383618443,0.04000552024302047,0.04205659998115152,0.0012369405201300208,0.04191908800392412,80,0.004467192308379616,0.010366499947849661,0.00173857154960582,-365.3604736328125,-0.022960372269153595,0.6625634431838989,-2.9442224502563477,,,,,
7512127,1124,7733170,302870.9698565006,7515499,0.00881066373566092,248,1124,0,0.0029617705850767144,0.011293566785752773,111.749,119.822,0.012008151819982268,0.024632000015117228,0.0015317132525376417,0.04001703643926272,0.04232260002754629,0.001293410944277305,0.04216817195294425,81,0.005258074087780799,0.010600399982649833,0.000718630195001959,,,,,,,,,
7512374,1125,7733417,302882.33553409576,7515749,0.009696436061603057,248,1125,0,0.003259634467887677,0.011878488585352898,111.749,119.822,0.012117931172006616,0.027264999982435256,0.0018701987431518634,0.04001256680070811,0.04256400000303984,0.0012364194815286202,0.042092332020401954,82,0.005241555058084399,0.011041099962312728,0.0006933162274773868,,,,,,,,,
7512621,1126,7733664,302893.69121050835,7515999,0.011465314836694943,248,1126,0,0.003853693646599441,0.0120579544454813,111.749,119.822,0.012082159916751524,0.026908300002105534,0.0017144351129899928,0.040006646559138215,0.04233720002230257,0.0012215402321064826,0.04218992800218985,78,0.005125396759843129,0.010398599959444255,0.0007650592696567921,,,,,,,,,
7512868,1127,7733911,302905.05488729477,7516249,0.009777476613856275,248,1127,0,0.0032868020403369765,0.012180674821138382,111.749,119.822,0.012020210930389477,0.025645500048995018,0.0018963694108342123,0.04001626801542252,0.042032300028949976,0.0011498776902904755,0.04195586998364888,77,0.005155468829021401,0.010935300029814243,0.0008594987486647086,,,,,,,,,
7513115,1128,7734158,302916.42456650734,7516499,0.010125928233353327,248,1128,0,0.0034028198932050616,0.011507507413625717,111.749,119.822,0.01227202388785048,0.02742600004421547,0.00220583870280101,0.04001175587019329,0.04202669998630881,0.00117164248048403,0.041867256002733486,76,0.004610866399176479,0.013057100004516542,0.001807327352259504,,,,,,,,,
7513362,1129,7734405,302927.7892434597,7516749,0.01081996019938257,248,1129,0,0.0036357709296651356,0.014919612556695938,111.749,119.822,0.012253510120498235,0.027979099948424846,0.002146968608587958,0.040005421457785795,0.041954100015573204,0.0012053598996221205,0.04185422600712627,78,0.004567910526381421,0.011599200021009892,0.0017028493310096802,,,,,,,,,
7513609,1130,7734652,302939.151920557,7516999,0.008687762420080253,248,1130,0,0.0029193518114498736,0.009749867022037506,111.749,119.822,0.012532462345894335,0.027088399976491928,0.0018141619721383693,0.04001876153829526,0.04239940003026277,0.001267518423338082,0.042157850017538294,80,0.005258286231845949,0.011361700017005205,0.0007081140243872869,,,,,,,,,
7513985,1131,7735028,302955.6818151474,7517378,2.04562002921882,377,1131,0,0.48239073649821407,3.4717416763305664,111.749,119.822,0.012646727925420372,0.02976549998857081,0.0017542777320314097,0.040011387234931424,0.042515500041190535,0.001261299920218253,0.04213982498913538,124,0.005243466490665401,0.009454899991396815,0.0005556989625861717,,,,,,,,,
7514203,1132,7735246,302965.9072241783,7517599,4.4122252829990485,219,1132,0,2.0901044876677237,5.445328235626221,111.749,119.822,0.012492912385181241,0.09333320002770051,0.005620014007952718,0.0400199339438845,0.10015239997301251,0.004861461290100233,0.04208264500484802,70,0.005235759175591889,0.006211899977643043,0.0003858763086786313,,,,,,,,,
7514666,1133,7735709,302985.92494010925,7518065,2.6230840750178346,464,1133,0,0.5096742905195148,3.0176897048950195,111.749,119.822,0.01236895291430405,0.02548799995565787,0.0014267402864293907,0.04001087753618132,0.04285989998606965,0.0012155549816398646,0.042141643969807775,148,0.005286999135811212,0.011414700013119727,0.0006014236417738136,,,,,,,,,
7515036,1134,7736079,303002.2107784748,7518438,1.3647083330164098,371,1134,0,0.3172145194926762,1.8924320936203003,111.749,119.822,0.012440612974947923,0.02412800001911819,0.0014950037257338829,0.04000582405337686,0.042442800011485815,0.0011992370388526814,0.04205793801578693,118,0.005210224594732092,0.010259200003929436,0.0006558098397374332,,,,,,,,,
7515283,1135,7736326,303013.56245422363,7518688,0.010139989053001322,248,1135,0,0.0034091992841445797,0.010104364715516567,111.749,119.822,0.012408289474648187,0.026194500038400292,0.0018887628200810914,0.04001815830002,0.042445600032806396,0.0012135355538529491,0.041856359996600076,81,0.004452631577872011,0.01072819996625185,0.0016435002537043672,,,,,,,,,
7515530,1136,7736573,303024.9231309891,7518938,0.01065586549986231,248,1136,0,0.0035839963627128575,0.01191646233201027,111.749,119.822,0.012700751823041331,0.028236699989065528,0.002252115971777061,0.04001187975636235,0.04211939999368042,0.0011617766573352795,0.04187155999592505,78,0.004474299188763627,0.011225200025364757,0.001677000046600889,-1284.683837890625,-0.04779908061027527,0.8164376616477966,-2.7641618251800537,,,,,
7515777,1137,7736820,303036.28280735016,7519188,0.009466641518120246,248,1137,0,0.0031843458425775623,0.010660866275429726,111.749,119.822,0.012651869231365576,0.025091300019994378,0.0017127037554550467,0.04000394858268131,0.042119899997487664,0.0012236324870727843,0.04201057800091803,81,0.005020183806829833,0.009807800000999123,0.0006578151107760108,,,,,,,,,
7516024,1138,7737067,303047.6514861584,7519438,0.010300306849876883,248,1138,0,0.0034628513528713804,0.011564334854483604,111.749,119.822,0.012566463968778776,0.02855060005094856,0.002081575364356996,0.040015075303452004,0.041925900033675134,0.001183425841811941,0.04171339800930582,81,0.0050751736806140015,0.010408399975858629,0.0007588224655610893,,,,,,,,,
7516271,1139,7737314,303059.0181646347,7519688,0.00846916500537249,248,1139,0,0.0028478110488644997,0.009862706996500492,111.749,119.822,0.012525173280009178,0.027884899987839162,0.001965742064436909,0.04001063198560042,0.04196499998215586,0.0011697231873928412,0.041867361995391546,80,0.00503881376657092,0.010546600038651377,0.0008795676257410919,,,,,,,,,
7516518,1140,7737561,303070.3788409233,7519938,0.01016214098625793,248,1140,0,0.0034172907032752257,0.010382776148617268,111.749,119.822,0.012150085017910824,0.026146700023673475,0.0018121645348986258,0.04000775586942829,0.04223910003202036,0.0012096367128671757,0.04207568798679858,81,0.004401255463323507,0.010497800016310066,0.0016952585560907685,,,,,,,,,
7516765,1141,7737808,303081.73751688004,7520188,0.010506689668438214,248,1141,0,0.003533831032743159,0.009202869608998299,111.749,119.822,0.012215414576549158,0.028464000031817704,0.002115433630404098,0.04001896842104771,0.042303599999286234,0.0012600352311832141,0.04205880400142632,79,0.004373908906831946,0.010327600000891834,0.0017536464168822965,,,,,,,,,
7517012,1142,7738055,303093.10419511795,7520438,0.009489064896559488,248,1142,0,0.0031906764618930363,0.010390588082373142,111.749,119.822,0.0123434793517495,0.024543400038965046,0.0013896295406909064,0.040013096355861394,0.042473899957258254,0.0011932787982077632,0.04197338798665441,79,0.005192061133026654,0.010890600038692355,0.0006420652362148163,,,,,,,,,
7517259,1143,7738302,303104.4768743515,7520688,0.010215221892076614,248,1143,0,0.003434108983832806,0.011941850185394287,111.749,119.822,0.012306882995831204,0.027718800003640354,0.0018376312851019704,0.04000266761187208,0.04208340001059696,0.0011720219335176732,0.04195992802386172,78,0.005108619028907873,0.011250399984419346,0.0007105660705404006,,,,,,,,,
7517506,1144,7738549,303115.86555695534,7520938,0.009382602565117734,248,1144,0,0.003154254225063919,0.008997724391520023,111.749,119.822,0.01218738583287013,0.04032470000674948,0.00240956888044441,0.040003374088857215,0.05285779997939244,0.0015596822061875605,0.041842642029514536,77,0.005145733196642778,0.013568800000939518,0.0008279166665068631,,,,,,,,,
7517753,1145,7738796,303127.23623657227,7521188,0.008096498929240702,248,1145,0,0.00272113024977678,0.009436355903744698,111.749,119.822,0.012056921863021623,0.019963899976573884,0.0013085934937815292,0.04001683198308632,0.04224159999284893,0.0012565701256067325,0.04204225198365748,81,0.005170387853604368,0.006593400030396879,0.00042468962913240965,,,,,,,,,
7518000,1146,7739043,303138.64692497253,7521438,0.008327681854783685,248,1146,0,0.0028001698749815867,0.008926408365368843,111.749,119.822,0.012306823884655423,0.026424999989103526,0.0016694351994885628,0.0400161655876137,0.04227049998007715,0.001172234772615228,0.04194098998210393,75,0.005211504454336126,0.011240200023166835,0.0007825976023650446,-868.7293701171875,0.011634556576609612,0.9544864892959595,-3.2499876022338867,,,,,
7518247,1147,7739290,303149.99159789085,7521688,0.007711783203205838,248,1147,0,0.0025922592326570603,0.010166102088987827,111.749,119.822,0.01255066234567523,0.025758599978871644,0.0016342521608845113,0.04001172469633816,0.04226389998802915,0.0011701958693863554,0.041888414007844404,78,0.005131038054984123,0.01084529998479411,0.0007992852985996595,,,,,,,,,
7518494,1148,7739537,303161.3632764816,7521938,0.008325213838061037,248,1148,0,0.002799525319841773,0.009389197453856468,111.749,119.822,0.012271620649212844,0.026171600038651377,0.0020070082893008322,0.04000574129568564,0.04233959998236969,0.0011878191105742478,0.04181226197862998,79,0.0043408032393588225,0.012558899994473904,0.001838090245685389,,,,,,,,,
7518741,1149,7739784,303172.72895407677,7522188,0.008827309995022696,248,1149,0,0.0029677763846965746,0.009745419956743717,111.749,119.822,0.012039097571304362,0.02726910001365468,0.0021310506181919362,0.040016719027703276,0.04209830000763759,0.0011270239481812703,0.04174144399468787,79,0.004334604049474755,0.010800299991387874,0.0018101651663714202,,,,,,,,,
